date,ticker,open,close,high,low,volume,market_cap_b
2023-06-21,AAPL,90.18,90.91,93.1,89.19,34184037,1113.9
2023-06-22,AAPL,90.66,91.19,93.61,90.14,24292631,622.2
2023-06-23,AAPL,91.03,90.23,92.27,88.08,20196984,1181.7
2023-06-26,AAPL,89.93,89.58,91.64,88.08,37241431,794.1
2023-06-27,AAPL,90.22,90.74,92.46,90.67,18977043,872.0
2023-06-28,AAPL,90.51,90.2,91.66,89.77,39278421,503.6
2023-06-29,AAPL,90.83,89.93,91.96,89.56,34303897,1219.7
2023-06-30,AAPL,89.22,89.91,90.85,89.58,14074484,519.9
2023-07-03,AAPL,89.4,88.88,91.11,86.65,43445569,1054.8
2023-07-04,AAPL,88.81,88.78,90.99,87.23,13729728,696.8
2023-07-05,AAPL,85.3,85.29,86.65,84.79,40610872,922.3
2023-07-06,AAPL,86.74,86.26,86.75,83.8,44313522,496.5
2023-07-07,AAPL,89.98,90.44,92.32,88.84,44434128,721.7
2023-07-10,AAPL,88.6,89.47,90.28,88.34,21917226,925.9
2023-07-11,AAPL,90.85,90.17,92.64,88.18,25796321,946.0
2023-07-12,AAPL,92.57,91.75,94.49,89.64,37714094,805.6
2023-07-13,AAPL,93.23,94.15,94.18,92.63,26975071,492.0
2023-07-14,AAPL,94.04,93.69,94.51,92.45,18541358,625.0
2023-07-17,AAPL,90.23,90.39,91.02,89.13,13947283,911.5
2023-07-18,AAPL,90.28,90.91,92.74,90.23,9967740,879.8
2023-07-19,AAPL,90.38,91.17,92.8,89.16,28743100,927.6
2023-07-20,AAPL,91.33,90.57,92.06,89.43,23074390,1312.4
2023-07-21,AAPL,90.85,90.35,91.13,89.93,24457836,1200.5
2023-07-24,AAPL,91.22,90.64,91.15,89.83,18078933,722.8
2023-07-25,AAPL,90.95,91.32,93.31,89.21,5040762,1109.8
2023-07-26,AAPL,91.33,91.94,92.23,89.83,22095523,897.2
2023-07-27,AAPL,90.73,91.57,94.23,90.79,19543732,749.6
2023-07-28,AAPL,92.21,92.3,94.03,89.94,13501841,1254.8
2023-07-31,AAPL,91.36,91.8,92.85,91.45,34841652,772.7
2023-08-01,AAPL,93.36,93.02,93.07,92.28,26915721,1221.5
2023-08-02,AAPL,92.72,91.88,94.44,91.63,28047648,790.3
2023-08-03,AAPL,91.98,92.05,93.95,91.73,14314383,1305.4
2023-08-04,AAPL,89.69,89.13,91.75,88.81,17597179,540.1
2023-08-07,AAPL,87.82,88.5,89.28,87.48,41194414,1238.4
2023-08-08,AAPL,89.76,89.54,89.55,87.35,9487679,773.0
2023-08-09,AAPL,87.74,87.73,87.85,86.02,13063085,1006.4
2023-08-10,AAPL,87.14,87.2,88.5,85.7,48020886,623.2
2023-08-11,AAPL,83.16,83.13,84.96,82.02,46805939,729.8
2023-08-14,AAPL,80.85,80.91,81.12,79.96,17969538,534.3
2023-08-15,AAPL,79.23,79.16,80.43,76.97,36419695,889.6
2023-08-16,AAPL,78.85,79.35,80.47,78.68,28824608,710.6
2023-08-17,AAPL,79.62,79.9,81.37,79.76,35228517,459.2
2023-08-18,AAPL,79.77,79.84,81.97,77.67,49499407,1156.9
2023-08-21,AAPL,78.58,79.25,81.47,77.74,43011912,727.8
2023-08-22,AAPL,78.58,78.68,80.17,78.14,6520511,860.1
2023-08-23,AAPL,79.34,79.84,80.66,78.27,26107715,665.9
2023-08-24,AAPL,79.57,80.2,80.55,77.88,26161208,1166.5
2023-08-25,AAPL,79.08,79.69,81.95,79.05,33687446,912.7
2023-08-28,AAPL,82.34,81.8,82.07,80.59,36369101,889.1
2023-08-29,AAPL,85.65,85.08,85.27,84.29,29031247,748.0
2023-08-30,AAPL,82.75,83.01,84.56,82.74,27327916,1099.7
2023-08-31,AAPL,83.75,83.91,84.17,81.55,7310046,738.5
2023-09-01,AAPL,89.0,89.29,91.21,88.6,7288428,643.9
2023-09-04,AAPL,89.41,89.82,91.29,87.51,11027354,1296.7
2023-09-05,AAPL,90.6,90.05,90.54,88.45,21002989,1162.5
2023-09-06,AAPL,89.99,89.98,90.32,89.27,22859959,686.5
2023-09-07,AAPL,90.66,90.89,92.25,89.1,15885759,816.7
2023-09-08,AAPL,91.41,92.3,94.44,90.0,6975707,1064.9
2023-09-11,AAPL,90.55,90.06,92.26,88.69,14241568,1114.2
2023-09-12,AAPL,90.4,90.04,90.7,89.78,9696715,1335.0
2023-09-13,AAPL,86.69,86.07,87.84,85.91,37504002,594.3
2023-09-14,AAPL,85.63,85.73,85.92,84.16,38372135,760.0
2023-09-15,AAPL,83.94,84.23,85.73,83.9,7141243,745.8
2023-09-18,AAPL,84.24,84.82,86.59,82.55,34916349,666.9
2023-09-19,AAPL,81.59,82.08,84.39,79.67,24699977,428.2
2023-09-20,AAPL,81.25,81.27,82.49,79.62,10947279,712.3
2023-09-21,AAPL,83.17,82.88,84.83,81.72,31542547,580.7
2023-09-22,AAPL,81.45,81.79,82.19,79.95,15119905,833.9
2023-09-25,AAPL,78.86,78.76,80.99,76.86,33875406,1037.5
2023-09-26,AAPL,79.29,79.19,79.8,77.44,6766387,637.8
2023-09-27,AAPL,78.67,78.29,78.4,76.46,36780462,1004.2
2023-09-28,AAPL,77.95,78.02,79.66,76.59,12196096,700.8
2023-09-29,AAPL,77.04,76.92,79.1,74.77,27832734,637.6
2023-10-02,AAPL,80.05,80.04,80.1,78.39,41894066,843.6
2023-10-03,AAPL,77.53,77.61,78.27,75.97,22239564,1036.5
2023-10-04,AAPL,82.92,82.16,83.24,80.66,43094784,761.5
2023-10-05,AAPL,81.63,81.54,82.11,80.91,28939474,1067.4
2023-10-06,AAPL,82.32,81.86,82.39,81.17,41002448,692.7
2023-10-09,AAPL,80.42,80.95,80.96,79.62,20859472,854.0
2023-10-10,AAPL,79.49,79.99,82.05,78.2,15189332,784.4
2023-10-11,AAPL,78.76,78.76,79.27,77.04,12636735,959.7
2023-10-12,AAPL,80.17,79.74,80.85,79.06,38117092,509.0
2023-10-13,AAPL,78.27,77.54,79.45,75.69,13377426,485.2
2023-10-16,AAPL,77.57,78.13,79.89,76.89,40232037,973.8
2023-10-17,AAPL,74.97,74.82,76.36,72.61,19029994,851.3
2023-10-18,AAPL,74.51,75.25,75.32,74.92,35781118,575.9
2023-10-19,AAPL,76.85,76.56,78.38,74.97,6621681,1097.0
2023-10-20,AAPL,74.43,74.66,74.9,73.52,39581050,538.8
2023-10-23,AAPL,75.35,75.7,76.25,75.68,13883168,814.2
2023-10-24,AAPL,76.45,75.8,76.13,75.73,47636475,1049.5
2023-10-25,AAPL,77.84,78.29,79.78,77.73,49371256,532.7
2023-10-26,AAPL,77.39,76.98,77.76,75.08,23961962,996.0
2023-10-27,AAPL,81.41,81.47,82.78,81.45,22959918,908.7
2023-10-30,AAPL,77.48,77.69,78.6,76.98,47204913,809.8
2023-10-31,AAPL,77.61,77.2,77.41,75.37,27595923,401.4
2023-11-01,AAPL,74.27,74.64,75.8,72.44,16904582,756.9
2023-11-02,AAPL,77.59,77.48,79.63,76.66,23663111,1108.3
2023-11-03,AAPL,77.54,77.1,77.56,75.09,35411523,817.2
2023-11-06,AAPL,77.3,76.86,78.56,75.99,49387197,794.4
2023-11-07,AAPL,76.97,77.57,79.49,75.83,39978596,1130.2
2023-11-08,AAPL,77.89,77.58,78.97,76.33,21398443,661.8
2023-11-09,AAPL,76.9,76.69,78.42,75.95,13928454,762.3
2023-11-10,AAPL,75.24,74.81,75.88,73.77,39701122,868.7
2023-11-13,AAPL,74.95,75.08,77.1,73.2,49798240,464.7
2023-11-14,AAPL,74.94,75.68,77.7,73.96,37836483,992.1
2023-11-15,AAPL,77.31,76.76,79.04,75.13,36960950,472.4
2023-11-16,AAPL,79.63,79.78,81.81,78.26,31599292,800.8
2023-11-17,AAPL,76.63,76.41,78.64,74.24,30828268,1041.4
2023-11-20,AAPL,76.3,76.33,76.51,75.32,19943325,499.9
2023-11-21,AAPL,78.74,78.19,79.41,78.03,41270742,932.8
2023-11-22,AAPL,77.25,78.02,79.02,76.14,45985905,526.3
2023-11-23,AAPL,74.16,74.48,75.63,72.83,14443910,818.6
2023-11-24,AAPL,72.0,72.6,72.73,71.23,37429900,765.8
2023-11-27,AAPL,72.99,73.1,74.34,71.71,47126585,405.6
2023-11-28,AAPL,73.81,73.55,75.52,73.12,13281846,585.4
2023-11-29,AAPL,74.89,74.57,74.76,74.15,37350812,916.9
2023-11-30,AAPL,72.85,73.44,75.02,72.73,42391512,397.7
2023-12-01,AAPL,73.14,73.84,74.67,71.96,30127301,1046.6
2023-12-04,AAPL,72.32,72.48,74.32,70.31,12583158,384.4
2023-12-05,AAPL,72.63,72.88,74.86,70.9,32288439,693.4
2023-12-06,AAPL,73.62,72.98,73.25,71.25,6329388,681.6
2023-12-07,AAPL,71.49,71.81,73.69,70.96,32634083,741.0
2023-12-08,AAPL,73.5,74.11,75.1,74.11,42585318,1032.6
2023-12-11,AAPL,72.11,71.64,71.86,69.98,5140474,575.7
2023-12-12,AAPL,70.9,71.46,72.48,70.77,44352738,892.7
2023-12-13,AAPL,70.9,70.29,70.4,68.21,34760215,554.8
2023-12-14,AAPL,72.58,72.94,73.66,71.34,28014638,685.7
2023-12-15,AAPL,73.86,73.84,75.33,72.48,16308845,491.9
2023-12-18,AAPL,72.69,72.91,74.53,72.37,35010742,535.1
2023-12-19,AAPL,72.65,72.52,73.76,71.4,29749054,719.3
2023-12-20,AAPL,75.39,75.29,76.91,73.28,38733158,478.8
2023-12-21,AAPL,73.26,73.9,76.07,73.81,7719644,697.1
2023-12-22,AAPL,70.92,71.36,72.4,71.0,47777529,809.4
2023-12-25,AAPL,71.59,71.8,73.1,70.32,45942063,984.0
2023-12-26,AAPL,72.36,72.28,72.98,70.74,6503809,951.0
2023-12-27,AAPL,73.19,73.27,73.98,72.1,41843209,457.6
2023-12-28,AAPL,74.81,74.28,76.28,74.16,22886959,532.7
2023-12-29,AAPL,76.79,76.98,77.75,75.08,32327000,751.8
2024-01-01,AAPL,74.95,74.4,74.48,73.61,39332699,937.1
2022-01-03,GOOGL,269.54,270.71,274.57,270.34,16130811,3334.2
2022-01-04,GOOGL,272.12,272.44,274.88,268.0,8204302,3538.2
2022-01-05,GOOGL,272.01,273.42,279.37,265.78,47979435,1894.8
2022-01-06,GOOGL,275.82,273.72,280.37,273.46,26505079,3359.6
2022-01-07,GOOGL,261.9,262.58,264.04,258.2,12458705,3891.6
2022-01-10,GOOGL,258.62,260.73,265.34,257.81,29213579,3030.2
2022-01-11,GOOGL,257.57,259.56,263.88,254.01,47307922,3275.8
2022-01-12,GOOGL,258.19,255.78,256.06,250.29,13794016,1307.4
2022-01-13,GOOGL,251.72,253.02,258.17,247.19,27905155,3511.5
2022-01-14,GOOGL,255.61,254.63,257.64,249.83,25508111,1723.9
2022-01-17,GOOGL,259.33,258.64,261.47,257.5,39044869,2872.3
2022-01-18,GOOGL,259.57,260.27,261.91,258.52,26888409,1886.3
2022-01-19,GOOGL,262.63,264.25,265.56,262.48,15304423,2712.9
2022-01-20,GOOGL,268.11,268.37,273.04,267.38,44048632,2552.4
2022-01-21,GOOGL,264.26,266.85,270.26,263.7,30099414,3072.3
2022-01-24,GOOGL,267.88,269.75,274.98,263.13,38773579,2263.4
2022-01-25,GOOGL,261.66,260.57,260.94,255.94,36726553,1894.0
2022-01-26,GOOGL,260.18,258.65,263.55,255.45,20909698,2541.1
2022-01-27,GOOGL,256.64,256.14,259.77,253.83,24516361,1798.8
2022-01-28,GOOGL,262.68,264.19,264.24,258.65,38701293,3419.0
2022-01-31,GOOGL,264.47,266.06,273.71,262.08,46264043,3210.7
2022-02-01,GOOGL,260.28,259.13,259.79,253.06,5396667,3151.3
2022-02-02,GOOGL,261.49,262.31,268.5,257.1,41870018,1654.4
2022-02-03,GOOGL,265.46,267.2,269.94,262.46,20691626,3376.5
2022-02-04,GOOGL,264.65,266.8,269.62,265.5,8005868,3848.2
2022-02-07,GOOGL,273.23,270.59,271.31,264.84,21758029,3453.8
2022-02-08,GOOGL,257.99,257.5,262.47,255.62,10309054,3433.0
2022-02-09,GOOGL,245.04,244.04,248.26,243.23,36513785,1712.4
2022-02-10,GOOGL,238.09,238.42,241.96,231.67,47958688,1498.7
2022-02-11,GOOGL,240.15,239.21,242.84,232.21,46613636,3233.7
2022-02-14,GOOGL,246.84,246.72,248.42,240.22,21352661,1863.8
2022-02-15,GOOGL,241.33,241.3,248.3,238.22,45046897,2777.1
2022-02-16,GOOGL,237.17,237.29,243.37,233.52,44088267,1878.3
2022-02-17,GOOGL,236.01,237.78,243.88,234.84,45009157,3418.8
2022-02-18,GOOGL,233.42,235.52,239.06,231.1,33163627,3046.7
2022-02-21,GOOGL,231.99,233.02,236.91,230.98,11049398,3062.0
2022-02-22,GOOGL,231.62,231.13,237.71,226.55,9866567,2326.3
2022-02-23,GOOGL,235.39,237.36,244.26,230.51,38907675,2433.2
2022-02-24,GOOGL,242.15,242.79,243.27,240.04,31334914,1895.9
2022-02-25,GOOGL,244.97,242.98,245.19,238.97,29469310,1458.4
2022-02-28,GOOGL,253.4,251.23,254.05,244.3,22428102,2764.0
2022-03-01,GOOGL,253.94,253.87,259.16,246.68,17804327,3349.2
2022-03-02,GOOGL,257.7,259.88,266.55,252.8,42550439,2237.0
2022-03-03,GOOGL,256.09,255.52,256.69,248.36,14717219,1604.3
2022-03-04,GOOGL,251.33,252.28,256.17,249.17,40544064,2916.9
2022-03-07,GOOGL,249.56,249.02,252.1,245.09,23653437,3342.3
2022-03-08,GOOGL,247.32,248.67,248.71,246.06,14110798,3456.7
2022-03-09,GOOGL,250.83,249.04,249.61,242.36,27282721,2762.4
2022-03-10,GOOGL,249.6,250.73,256.13,247.69,19617084,1317.3
2022-03-11,GOOGL,262.21,260.9,262.59,259.61,23913061,2810.1
2022-03-14,GOOGL,266.75,264.77,271.63,259.78,14400000,3376.3
2022-03-15,GOOGL,261.79,262.14,263.65,261.39,13914688,1378.4
2022-03-16,GOOGL,259.69,262.2,267.1,259.54,18996876,2150.1
2022-03-17,GOOGL,269.43,270.3,275.81,262.66,46810235,1952.9
2022-03-18,GOOGL,277.38,274.64,276.05,272.76,15053564,1595.2
2022-03-21,GOOGL,285.16,283.04,290.33,277.98,36607826,2991.9
2022-03-22,GOOGL,282.38,280.41,283.06,276.4,26841756,2394.4
2022-03-23,GOOGL,278.69,276.53,277.9,269.47,30960929,3200.8
2022-03-24,GOOGL,271.11,272.78,275.98,272.34,16097784,3187.0
2022-03-25,GOOGL,271.98,270.68,274.31,270.17,38149553,2592.9
2022-03-28,GOOGL,265.43,265.06,270.57,261.82,44541391,2271.3
2022-03-29,GOOGL,265.64,266.71,268.42,259.01,6935628,3654.1
2022-03-30,GOOGL,269.42,268.46,273.78,265.36,43214861,2631.6
2022-03-31,GOOGL,277.87,275.83,278.8,275.22,36439564,2088.5
2022-04-01,GOOGL,266.71,266.37,270.63,259.48,31605930,2170.3
2022-04-04,GOOGL,259.12,261.46,268.9,258.65,44461351,3075.0
2022-04-05,GOOGL,265.03,265.79,269.88,263.2,48211354,2003.2
2022-04-06,GOOGL,268.85,266.85,274.24,264.21,46906998,2396.0
2022-04-07,GOOGL,269.59,267.17,272.8,259.49,45809277,2630.2
2022-04-08,GOOGL,273.87,274.09,278.75,267.09,26112472,3648.5
2022-04-11,GOOGL,266.08,268.69,270.89,260.65,23707008,3300.3
2022-04-12,GOOGL,266.46,264.88,272.39,261.77,16458208,3772.3
2022-04-13,GOOGL,261.95,260.51,265.0,258.13,46594235,3158.4
2022-04-14,GOOGL,249.65,250.31,255.66,243.1,22388700,2268.6
2022-04-15,GOOGL,249.38,251.05,251.22,244.52,34457967,3269.4
2022-04-18,GOOGL,250.94,248.51,251.09,245.52,47171523,1657.7
2022-04-19,GOOGL,246.03,244.97,250.52,238.27,43756222,3216.7
2022-04-20,GOOGL,238.36,240.61,241.26,233.74,20063458,2428.4
2022-04-21,GOOGL,240.75,240.59,242.52,239.95,21571825,1312.6
2022-04-22,GOOGL,235.91,236.85,240.63,232.65,17322913,1495.3
2022-04-25,GOOGL,239.49,237.98,245.09,233.19,22172946,2660.7
2022-04-26,GOOGL,241.29,240.24,243.07,239.56,30200179,2283.2
2022-04-27,GOOGL,239.6,238.9,245.73,237.43,6800590,1988.4
2022-04-28,GOOGL,237.11,237.25,239.49,235.11,42182111,2921.3
2022-04-29,GOOGL,240.53,238.2,240.15,237.31,39498019,2053.7
2022-05-02,GOOGL,239.25,238.14,238.88,236.63,28954877,1886.7
2022-05-03,GOOGL,245.39,244.63,249.34,238.83,6367883,2283.9
2022-05-04,GOOGL,246.61,246.27,252.74,245.74,28796234,3087.7
2022-05-05,GOOGL,251.49,251.8,257.43,245.79,21697913,2855.9
2022-05-06,GOOGL,252.51,254.97,260.49,253.71,22961374,2416.9
2022-05-09,GOOGL,250.15,248.41,254.19,243.1,19578924,2928.4
2022-05-10,GOOGL,246.03,245.72,246.92,240.63,45499247,2919.6
2022-05-11,GOOGL,247.95,245.56,251.21,245.13,14728485,3122.2
2022-05-12,GOOGL,247.54,249.94,254.97,245.96,20604203,3405.1
2022-05-13,GOOGL,261.68,259.84,260.01,256.79,21552450,2379.2
2022-05-16,GOOGL,259.12,257.41,259.8,256.97,13083522,2993.0
2022-05-17,GOOGL,258.66,257.77,259.72,252.55,42565932,3252.6
2022-05-18,GOOGL,261.11,262.01,266.21,254.63,14393564,2582.9
2022-05-19,GOOGL,259.62,261.79,268.41,259.57,47463515,3124.3
2022-05-20,GOOGL,273.0,270.62,275.12,267.37,48963697,3090.8
2022-05-23,GOOGL,261.03,263.5,269.22,262.75,40801111,2855.9
2022-05-24,GOOGL,268.09,267.18,275.11,259.89,35026017,2093.1
2022-05-25,GOOGL,271.61,270.85,275.79,263.97,14303599,3038.0
2022-05-26,GOOGL,275.19,277.25,279.45,275.88,19719117,2739.4
2022-05-27,GOOGL,280.13,277.68,279.57,272.59,32290599,3485.8
2022-05-30,GOOGL,285.03,282.76,290.52,280.86,15274887,1483.9
2022-05-31,GOOGL,280.78,281.44,282.63,278.99,34750876,1530.9
2022-06-01,GOOGL,278.91,277.04,279.11,272.33,35057018,2574.9
2022-06-02,GOOGL,271.61,271.93,272.46,267.04,39418155,3848.2
2022-06-03,GOOGL,263.82,264.28,267.64,261.92,47424740,2027.2
2022-06-06,GOOGL,261.72,262.04,268.29,258.97,9976385,2955.1
2022-06-07,GOOGL,262.1,263.75,267.79,260.03,44429151,2538.6
2022-06-08,GOOGL,261.58,262.73,264.56,261.74,12695488,2432.6
2022-06-09,GOOGL,262.21,263.86,269.98,259.7,20801466,2272.1
2022-06-10,GOOGL,272.44,270.54,275.03,268.25,45366733,3792.2
2022-06-13,GOOGL,266.91,267.83,275.48,260.0,21957600,3738.4
2022-06-14,GOOGL,279.48,280.75,283.05,274.87,32554102,2634.4
2022-06-15,GOOGL,286.4,285.11,292.76,282.32,14201002,4084.7
2022-06-16,GOOGL,282.73,284.07,285.35,276.32,30352268,1743.5
2022-06-17,GOOGL,280.87,282.91,285.46,276.81,32190777,3725.2
2022-06-20,GOOGL,278.8,277.35,279.53,271.07,48460618,1409.6
2022-06-21,GOOGL,279.39,277.29,278.95,276.85,20403827,2607.5
2022-06-22,GOOGL,266.74,265.64,270.32,260.2,29922391,3269.2
2022-06-23,GOOGL,269.98,272.47,272.56,268.04,10932647,3172.5
2022-06-24,GOOGL,256.15,257.63,260.97,251.42,29681761,1587.1
2022-06-27,GOOGL,255.46,257.92,258.31,257.56,11402879,3116.9
2022-06-28,GOOGL,249.98,252.16,252.98,248.44,25919191,3660.3
2022-06-29,GOOGL,250.94,248.72,254.54,245.75,25473214,2129.5
2022-06-30,GOOGL,248.17,245.97,250.42,242.86,15435550,1344.7
2022-07-01,GOOGL,257.98,255.7,258.11,251.43,10158797,3418.5
2022-07-04,GOOGL,247.83,250.2,256.46,243.74,44895385,3076.8
2022-07-05,GOOGL,253.18,254.89,259.22,249.63,13020489,3464.4
2022-07-06,GOOGL,260.45,260.95,264.07,254.45,22237955,3579.3
2022-07-07,GOOGL,248.42,249.1,256.21,248.7,11520439,1687.2
2022-07-08,GOOGL,247.92,246.13,249.03,238.78,17324231,2701.6
2022-07-11,GOOGL,255.14,253.62,254.64,246.86,46494169,3173.2
2022-07-12,GOOGL,247.56,247.12,252.82,242.88,39130508,2154.4
2022-07-13,GOOGL,251.89,253.19,258.72,248.78,49161969,2150.8
2022-07-14,GOOGL,255.31,253.17,260.26,247.41,40919953,2362.3
2022-07-15,GOOGL,255.05,252.94,256.35,251.0,26013533,1840.9
2022-07-18,GOOGL,251.84,253.36,256.6,251.51,32228216,3011.6
2022-07-19,GOOGL,254.07,255.18,258.87,247.87,41788958,3802.0
2022-07-20,GOOGL,249.96,250.43,250.51,244.19,34363709,2785.0
2022-07-21,GOOGL,250.64,249.2,251.1,247.43,35959280,2050.5
2022-07-22,GOOGL,251.36,251.13,252.24,247.01,44653880,2313.4
2022-07-25,GOOGL,253.81,252.1,256.56,245.98,31149781,2536.0
2022-07-26,GOOGL,253.42,253.94,254.85,249.5,8274306,1520.5
2022-07-27,GOOGL,249.97,250.39,252.68,249.83,21906761,3149.6
2022-07-28,GOOGL,253.81,253.65,259.01,248.02,47385723,2612.9
2022-07-29,GOOGL,256.06,254.37,257.16,247.51,35317024,1291.6
2022-08-01,GOOGL,246.41,246.53,247.96,243.77,49073894,2377.5
2022-08-02,GOOGL,245.55,244.0,247.71,240.31,46869057,3391.5
2022-08-03,GOOGL,241.11,239.74,241.87,236.47,15075375,2262.9
2022-08-04,GOOGL,235.42,235.49,241.37,234.76,23657902,1219.2
2022-08-05,GOOGL,235.02,233.33,234.55,230.68,6123690,2098.8
2022-08-08,GOOGL,238.58,236.28,236.99,232.2,18821747,3319.9
2022-08-09,GOOGL,235.13,233.41,235.07,226.97,33221227,1952.1
2022-08-10,GOOGL,235.34,234.53,234.76,228.43,35886750,1670.7
2022-08-11,GOOGL,236.57,234.89,235.3,229.36,49935211,2191.7
2022-08-12,GOOGL,232.26,231.33,232.59,228.62,37674773,1884.1
2022-08-15,GOOGL,231.32,229.8,233.96,225.59,30093907,2474.4
2022-08-16,GOOGL,232.32,233.88,236.71,229.28,23040622,2949.5
2022-08-17,GOOGL,234.57,234.66,241.28,229.68,23706661,3019.9
2022-08-18,GOOGL,237.54,237.32,241.21,230.58,22936984,1829.1
2022-08-19,GOOGL,245.94,243.51,245.76,242.66,35430518,2047.7
2022-08-22,GOOGL,245.92,245.71,251.9,244.85,12217724,2062.9
2022-08-23,GOOGL,235.74,236.52,236.82,233.67,43466902,2085.1
2022-08-24,GOOGL,239.02,237.88,242.35,233.42,11347690,2876.7
2022-08-25,GOOGL,236.69,235.02,239.86,228.1,14730480,1338.4
2022-08-26,GOOGL,244.1,243.76,249.29,237.26,42725201,2572.9
2022-08-29,GOOGL,246.72,245.79,252.95,239.03,45555081,1538.9
2022-08-30,GOOGL,242.42,242.94,249.15,242.26,27786725,2658.0
2022-08-31,GOOGL,246.81,245.78,251.93,239.31,41453118,2411.8
2022-09-01,GOOGL,246.06,246.31,249.44,242.68,47527274,2581.8
2022-09-02,GOOGL,240.22,238.06,239.35,236.09,41550779,2807.0
2022-09-05,GOOGL,242.79,242.28,246.38,241.26,41974096,1507.7
2022-09-06,GOOGL,242.07,240.39,243.38,235.01,44139585,2240.5
2022-09-07,GOOGL,248.92,247.39,249.35,240.0,27295663,1484.9
2022-09-08,GOOGL,248.11,246.85,248.9,242.73,8916510,1941.9
2022-09-09,GOOGL,255.57,254.14,255.29,251.45,46284163,2998.4
2022-09-12,GOOGL,257.98,256.38,257.22,250.62,45254248,3115.3
2022-09-13,GOOGL,262.23,261.51,266.71,256.91,7005048,3358.9
2022-09-14,GOOGL,259.95,259.02,262.7,258.24,20127184,2057.5
2022-09-15,GOOGL,262.88,260.94,267.18,257.14,10883063,1865.9
2022-09-16,GOOGL,252.95,252.16,255.07,250.92,47747975,3292.3
2022-09-19,GOOGL,250.98,251.59,257.55,246.7,12519503,1342.0
2022-09-20,GOOGL,243.75,244.31,250.93,238.73,14293092,3590.9
2022-09-21,GOOGL,236.59,238.86,244.49,233.99,6686958,3386.5
2022-09-22,GOOGL,233.02,234.71,238.59,229.6,7933676,1290.7
2022-09-23,GOOGL,236.07,237.9,238.41,236.19,26850479,2005.2
2022-09-26,GOOGL,236.88,237.27,243.88,236.64,37205441,3285.5
2022-09-27,GOOGL,236.64,237.49,240.21,234.74,33063167,2331.5
2022-09-28,GOOGL,236.27,236.74,243.74,235.47,24574108,2905.4
2022-09-29,GOOGL,240.87,241.98,242.71,237.28,23133776,1249.9
2022-09-30,GOOGL,243.6,242.07,244.68,239.03,8328343,1634.0
2022-10-03,GOOGL,245.25,243.35,247.8,242.99,49943751,2121.7
2022-10-04,GOOGL,239.7,240.67,246.86,240.66,33333855,3117.0
2022-10-05,GOOGL,247.72,246.34,248.96,243.19,42487562,2926.8
2022-10-06,GOOGL,250.1,252.52,255.07,246.04,15483749,3549.1
2022-10-07,GOOGL,250.07,252.41,254.07,247.18,32759783,2610.2
2022-10-10,GOOGL,248.14,249.55,250.78,243.84,27613833,1924.5
2022-10-11,GOOGL,243.85,241.69,245.05,234.86,37816988,2003.2
2022-10-12,GOOGL,238.33,237.6,239.59,234.54,39746862,3392.9
2022-10-13,GOOGL,226.5,227.59,229.87,223.93,46722867,3189.4
2022-10-14,GOOGL,221.71,223.55,224.43,220.16,9797867,1890.3
2022-10-17,GOOGL,223.63,225.22,229.51,224.87,49853019,1971.2
2022-10-18,GOOGL,225.5,225.06,230.84,219.1,36030398,2045.4
2022-10-19,GOOGL,234.44,235.83,238.68,229.29,36293321,1775.2
2022-10-20,GOOGL,233.27,234.16,235.01,233.21,27204992,2510.5
2022-10-21,GOOGL,232.46,232.13,234.99,226.51,38530973,1455.6
2022-10-24,GOOGL,235.31,237.19,242.24,231.56,18804773,2313.2
2022-10-25,GOOGL,228.06,228.29,233.15,225.71,33997827,2771.6
2022-10-26,GOOGL,220.77,221.69,223.84,217.95,18835797,3292.0
2022-10-27,GOOGL,226.13,224.72,225.83,218.02,6925247,1672.1
2022-10-28,GOOGL,222.19,223.91,227.5,222.96,38153759,1602.3
2022-10-31,GOOGL,222.76,223.21,226.61,221.94,42760472,3146.6
2022-11-01,GOOGL,219.17,219.13,223.69,213.29,30438003,1640.6
2022-11-02,GOOGL,219.95,220.25,224.44,215.34,7348327,1123.8
2022-11-03,GOOGL,214.71,216.78,216.84,211.0,15776992,1563.5
2022-11-04,GOOGL,219.28,217.16,219.16,211.48,29550314,2949.0
2022-11-07,GOOGL,213.01,212.25,214.14,209.46,37168518,2606.7
2022-11-08,GOOGL,212.25,211.55,217.07,210.72,31052145,1967.1
2022-11-09,GOOGL,220.98,220.35,225.76,213.78,49639865,1504.8
2022-11-10,GOOGL,218.42,218.55,224.27,213.47,26455785,1382.5
2022-11-11,GOOGL,217.59,218.05,219.2,213.88,21805889,3255.8
2022-11-14,GOOGL,219.38,217.23,217.98,215.44,7328546,1151.7
2022-11-15,GOOGL,216.33,218.05,224.37,217.67,13726751,1442.8
2022-11-16,GOOGL,219.03,220.17,223.58,217.33,14971704,2766.7
2022-11-17,GOOGL,220.53,221.37,227.5,219.09,24635803,2855.5
2022-11-18,GOOGL,224.1,222.68,224.62,218.27,47117981,1480.2
2022-11-21,GOOGL,219.91,221.94,224.97,220.62,39725064,3150.5
2022-11-22,GOOGL,222.6,222.46,223.12,219.71,40027802,1319.9
2022-11-23,GOOGL,220.12,221.57,221.65,218.87,44903047,2593.9
2022-11-24,GOOGL,215.81,213.75,214.15,213.13,41633072,1740.4
2022-11-25,GOOGL,227.5,225.36,227.31,224.61,44633685,2834.3
